1801,Вільне підключення,,радіостанції - короткохвильові радіо > Вільне підключення,Не найдено,Не найдено,,Не найдено,0.3,Нет точного соответствия в новой структуре,unmatched
1719,Моделі RC,,Моделі RC,Не найдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в новій структурі. Потребує додаткового уточнення типу товару.,unmatched
1549,Вбивця бруду,,Вбивця бруду,Не найдено,Не найдено,,Не найдено,0.0,Немає чіткого семантичного зв'язку з наявними категоріями,unmatched
1623,Аксесуари для наметів,,"Наметні дахи, Ролети та Аксесуари > Аксесуари для наметів",Не найдено,Не найдено,,Не найдено,0.0,Немає спеціальної категорії для аксесуарів наметів у новій структурі,unmatched
1627,Додатки - Тамбури до наметів,,"Наметні дахи, Ролети та Аксесуари > Додатки - Тамбури до наметів",Не найдено,Не найдено,,Не найдено,0.0,Немає спеціальної категорії для тамбурів наметів,unmatched
1631,Душові кабіни,,"Наметні дахи, Ролети та Аксесуари > Душові кабіни",Не найдено,Не найдено,,Не найдено,0.0,Немає категорії для душових кабін у кемпінговому розділі,unmatched
1628,Москітна сітка,,"Наметні дахи, Ролети та Аксесуари > Москітна сітка",Не найдено,Не найдено,,Не найдено,0.0,Немає спеціальної категорії для москітних сіток,unmatched
1630,Стоянкове опалення,,"Наметні дахи, Ролети та Аксесуари > Стоянкове опалення",Не найдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в новій структурі,unmatched
1634,Душі,,"Наметні дахи, Ролети та Аксесуари > Душі",Не найдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в новій структурі,unmatched
1629,"Спальні мішки, матраци, подушки, карімати",,"Наметні дахи, Ролети та Аксесуари > Спальні мішки, матраци, подушки, карімати",Не найдено,Не найдено,,Не найдено,0.3,Немає точної категорії для спальних аксесуарів у наданій структурі,unmatched
1632,Туалети пересувні,,"Наметні дахи, Ролети та Аксесуари > Туалети пересувні",Не найдено,Не найдено,,Не найдено,0.2,Немає відповідної категорії для пересувних туалетів,unmatched
1816,Худі та футболки,,Одяг > Худі та футболки,Не найдено,Не найдено,,Не найдено,0.4,Немає точної категорії для худі та футболок,unmatched
1815,Центральний легкий позашляховик,,Одяг > Центральний легкий позашляховик,Не найдено,Не найдено,,Не найдено,0.2,"Незрозуміла категорія, яка не відповідає наданій структурі",unmatched
1817,Головні убори,,Одяг > Головні убори,Не найдено,Не найдено,,Не найдено,0.3,Немає відповідної категорії для головних уборів,unmatched
1813,Finntrail - вейдерси та водонепроникний одяг,,Одяг > Finntrail - вейдерси та водонепроникний одяг,Не найдено,Не найдено,,Не найдено,0.4,Специфічна категорія водонепроникного одягу без точного відповідника,unmatched
1820,Форма,,Одяг > Форма,Не найдено,Не найдено,,Не найдено,0.3,Немає відповідної категорії для форменого одягу,unmatched
1807,Гаджети Шекла4x4,,Одяг > Гаджети Шекла4x4,Не найдено,Не найдено,,Не найдено,0.0,"Неясна семантика категории, не соответствует стандартным типам одежды",unmatched
1808,Окуляри,,Одяг > Окуляри,Не найдено,Не найдено,,Не найдено,0.0,Окуляри не являются категорией одежды в предоставленной структуре,unmatched
1810,Автомобільні шоломи,,Одяг > Автомобільні шоломи,Не найдено,Не найдено,,Не найдено,0.0,Нет специфической категории для автомобильных шлемов,unmatched
1811,Балаклави,,Одяг > Балаклави,Не найдено,Не найдено,,Не найдено,0.0,Нет точной категории для балаклав в предоставленной структуре,unmatched
1536,Покажчики повороту та підсвітка номерного знака,,Освітлення | LED лампи > Покажчики повороту та підсвітка номерного знака,Не найдено,Не найдено,,Не найдено,0.3,"Специфическая категория указателей поворота, нет точного соответствия",unmatched
1530,Світлодіодні лампи - Круглі,,Освітлення | LED лампи > Світлодіодні лампи - Круглі,Не найдено,Не найдено,,Не найдено,0.3,"Специфическая категория круглых LED-ламп, нет точного соответствия",unmatched
1540,Світильники майстерні,,Освітлення | LED лампи > Світильники майстерні,Не найдено,Не найдено,,Не найдено,0.3,"Специфическая категория светильников для мастерской, нет точного соответствия",unmatched
1538,Освітлення інтер'єру,,Освітлення | LED лампи > Освітлення інтер'єру,Не найдено,Не найдено,,Не найдено,0.3,"Специфическая категория интерьерного освещения, нет точного соответствия",unmatched
1539,Звукові сигнали,,Освітлення | LED лампи > Звукові сигнали,Не найдено,Не найдено,,Не найдено,0.3,Нет точной категории для звуковых сигналов,unmatched
1548,Задні ліхтарі,,Освітлення | LED лампи > Задні ліхтарі,Не найдено,Не найдено,,Не найдено,0.4,Нет специфической категории для задних фонарей,unmatched
1534,Кріплення освітлення,,Освітлення | LED лампи > Кріплення освітлення,Не найдено,Не найдено,,Не найдено,0.3,Нет точной категории для креплений освещения,unmatched
1533,Вимикачі кабелі реле аксесуари,,Освітлення | LED лампи > Вимикачі кабелі реле аксесуари,Не найдено,Не найдено,,Не найдено,0.3,Нет специфической категории для электрических аксессуаров,unmatched
1535,Автомобільні лампочки,,Освітлення | LED лампи > Автомобільні лампочки,Не найдено,Не найдено,,Не найдено,0.3,Нет точной категории для автомобильных лампочек,unmatched
1728,Комплекти LED-ламп присвячених для автомобілів,,Освітлення | LED лампи > Комплекти LED-ламп присвячених для автомобілів,Не найдено,Не найдено,,Не найдено,0.3,Нет специфической категории для LED-комплектов для автомобилей,unmatched
1791,Гамаки - Квиток до місяця,,Зовнішній - Туристичні та кемпінгові аксесуари > Гамаки - Квиток до місяця,Не найдено,Не найдено,,Не найдено,0.0,Нет точного соответствия для гамаков в новой структуре категорий,unmatched
1785,Кресива і запальнички,,Зовнішній - Туристичні та кемпінгові аксесуари > Кресива і запальнички,Не найдено,Не найдено,,Не найдено,0.0,Нет точного соответствия для зажигалок и спичек в новой структуре,unmatched
1783,Точилки,,Зовнішній - Туристичні та кемпінгові аксесуари > Точилки,Не найдено,Не найдено,,Не найдено,0.5,Нет точной категории для точилок,unmatched
1789,Пили,,Зовнішній - Туристичні та кемпінгові аксесуари > Пили,Не найдено,Не найдено,,Не найдено,0.5,Нет точной категории для пил,unmatched
1796,Душ туристичний,,Зовнішній - Туристичні та кемпінгові аксесуари > Душ туристичний,Не найдено,Не найдено,,Не найдено,0.5,Нет точной категории для туристического душа,unmatched
1777,Срібна Стрічка - стрічки McGyver,,Зовнішній - Туристичні та кемпінгові аксесуари > Срібна Стрічка - стрічки McGyver,Не знайдено,Не найдено,,Не найдено,0.2,Немає точної відповідності в новій структурі,unmatched
1797,Спальні мішки і килимки,,Зовнішній - Туристичні та кемпінгові аксесуари > Спальні мішки і килимки,Не знайдено,Не найдено,,Не найдено,0.5,Немає точної категорії для спальних мішків та килимків,unmatched
1794,Засоби від комах,,Зовнішній - Туристичні та кемпінгові аксесуари > Засоби від комах,Не знайдено,Не найдено,,Не найдено,0.3,Немає відповідної категорії для засобів від комах,unmatched
1798,Туалети для кемпінгу,,Зовнішній - Туристичні та кемпінгові аксесуари > Туалети для кемпінгу,Не знайдено,Не найдено,,Не найдено,0.2,Немає категорії для кемпінгових туалетів,unmatched
1726,Рекомендовані,,Рекомендовані,Не знайдено,Не найдено,,Не найдено,0.0,"Технічна категорія, яка не має відповідника в структурі товарів",unmatched
1934,Доступ до частин,,Квади - частини і аксесуари > Доступ до частин,Не знайдено,Не найдено,,Не найдено,0.3,Немає чіткої відповідності в категоріях квадроциклів,unmatched
1923,Динаміки для Quadów та UTV,,"Квади - частини і аксесуари > Додаткові аксесуари, що підходять лише до UTV > Динаміки для Quadów та UTV",Не знайдено,Не найдено,,Не найдено,0.3,Немає точної категорії для аудіоаксесуарів для квадроциклів,unmatched
1924,Повітронагрівачі для UTV,,"Квади - частини і аксесуари > Додаткові аксесуари, що підходять лише до UTV > Повітронагрівачі для UTV",Не знайдено,Не найдено,,Не найдено,0.4,Специфічний аксесуар без точної відповідності,unmatched
1823,Зимові аксесуари з підігрівом,,Квади - частини і аксесуари > Зимові аксесуари з підігрівом,Не знайдено,Не найдено,,Не найдено,0.3,Немає спеціалізованої категорії для зимових аксесуарів з підігрівом,unmatched
1957,Бульдог,,Квади - частини і аксесуари > Бульдог,Не знайдено,Не найдено,,Не найдено,0.2,Неоднозначна категорія без чіткого семантичного зв'язку,unmatched
1962,Німецький фондовий індекс,,Квади - частини і аксесуари > Німецький фондовий індекс,Не найдено,Не найдено,,Не найдено,0.0,Не относится к категории квадроциклов или их аксессуаров,unmatched
1964,Гнучкий Fasst,,Квади - частини і аксесуари > Гнучкий Fasst,Не найдено,Не найдено,,Не найдено,0.3,Недостаточно информации для точного сопоставления,unmatched
1966,Розсіювач,,Квади - частини і аксесуари > Розсіювач,Не найдено,Не найдено,,Не найдено,0.2,Нет точного соответствия в новой структуре,unmatched
1950,Лисиця,,Квади - частини і аксесуари > Лисиця,Не найдено,Не найдено,,Не найдено,0.1,"Неясная категория, нет соответствия",unmatched
1939,Звільнене з'єднання,,Квади - частини і аксесуари > Звільнене з'єднання,Не найдено,Не найдено,,Не найдено,0.2,Нет точного технического соответствия,unmatched
1854,Гусениці до Quadów,,Квади - частини і аксесуари > Гусениці до Quadów,Не найдено,Не найдено,,Не найдено,0.3,"Специфичный компонент, не представленный в основной структуре",unmatched
1968,Вогнегасник,,Квади - частини і аксесуари > Вогнегасник,Не найдено,Не найдено,,Не найдено,0.2,"Специальное оборудование безопасности, отсутствует в категориях",unmatched
1963,Графіка Segway,,Квади - частини і аксесуари > Графіка Segway,Не найдено,Не найдено,,Не найдено,0.1,"Декоративный элемент, не имеющий технической категории",unmatched
1988,Гумові вироби,,Квади - частини і аксесуари > Гумові вироби,Не найдено,Не найдено,,Не найдено,0.3,Общая категория резиновых изделий без точного технического соответствия,unmatched
1960,Кабіни UTV,,Квади - частини і аксесуари > Кабіни UTV,Не найдено,Не найдено,,Не найдено,0.0,Немає точної відповідності в наданій структурі категорій,unmatched
1990,Комбінезони для снігоходу,,Квади - частини і аксесуари > Комбінезони для снігоходу,Не найдено,Не найдено,,Не найдено,0.0,Нет соответствующей категории для комбинезонов для снегохода в предоставленной структуре,unmatched
1921,Газонокосарки для Quadów ATV,,Квади - частини і аксесуари > Газонокосарки для Quadów ATV,Не найдено,Не найдено,,Не найдено,0.0,Нет соответствующей категории для газонокосилок в структуре,unmatched
1866,Музичні інструменти та обладнання,,Квади - частини і аксесуари > Оригінальне обладнання виробника > Музичні інструменти та обладнання,Не найдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії для музичних інструментів у наданій структурі,unmatched
1847,Додатковий бак палива ATV,,"Квади - частини і аксесуари > Захисні кожухи, підлоги, бампери, монтажні плити лебідки > Додатковий бак палива ATV",Не найдено,Не найдено,,Не найдено,0.0,Немає спеціальної категорії для паливних баків квадроциклів,unmatched
1849,Кулі гака та кріплення,,"Квади - частини і аксесуари > Захисні кожухи, підлоги, бампери, монтажні плити лебідки > Кулі гака та кріплення",Не найдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії для куль гака та кріплень,unmatched
1842,Труби до квадроциклів,,"Квади - частини і аксесуари > Захисні кожухи, підлоги, бампери, монтажні плити лебідки > Труби до квадроциклів",Не найдено,Не найдено,,Не найдено,0.0,Немає спеціальної категорії для труб квадроциклів,unmatched
1848,Захисні ковпаки ламп,,"Квади - частини і аксесуари > Захисні кожухи, підлоги, бампери, монтажні плити лебідки > Захисні ковпаки ламп",Не найдено,Не найдено,,Не найдено,0.3,"Специфічний елемент захисту, який не має точної відповідності в новій структурі",unmatched
1985,Дефлектори,,Квади - частини і аксесуари > Дефлектори,Не найдено,Не найдено,,Не найдено,0.3,Немає точної відповідності в наданій структурі категорій,unmatched
1973,Оберти Домінатор,,Квади - частини і аксесуари > Оберти Домінатор,Не знайдено,Не найдено,,Не найдено,0.2,Недостатньо інформації для точного зіставлення,unmatched
1938,Segway частини,,Квади - частини і аксесуари > Segway частини,Не знайдено,Не найдено,,Не найдено,0.3,Немає відповідної категорії для Segway,unmatched
1919,автомобільні запчастини,,Квади - частини і аксесуари > Двигун і обладнання > автомобільні запчастини,Не знайдено,Не найдено,,Не найдено,0.2,"Занадто загальна категорія, немає точного збігу",unmatched
1983,Скло LS2,,Квади - частини і аксесуари > Скло LS2,Не найдено,Не найдено,,Не найдено,0.3,Нет точной категории для стекол,unmatched
1928,Водолазні квадроцикли,,Квади - частини і аксесуари > Тюнінг і модифікації > Водолазні квадроцикли,Не найдено,Не найдено,,Не найдено,0.2,Специфическая модификация без точной категории,unmatched
1927,Тюнінг Can-am,,Квади - частини і аксесуари > Тюнінг і модифікації > Тюнінг Can-am,Не найдено,Не найдено,,Не найдено,0.3,Нет точного соответствия для тюнинга Can-am в новой структуре,unmatched
1931,Велика гармата,,Квади - частини і аксесуари > Тюнінг і модифікації > Вихідні системи для квадроциклів Паливні тюнери EFI > Велика гармата,Не найдено,Не найдено,,Не найдено,0.3,Нет точного соответствия для топливных тюнеров в новой структуре,unmatched
1899,Захисні чохли для карданних валів квадроцикла,,Квади - частини і аксесуари > Система приводу для Quad > Захисні чохли для карданних валів квадроцикла,Не найдено,Не найдено,,Не найдено,0.4,Нет точной категории для защитных чехлов карданных валов,unmatched
1901,Пасики приводні,,Квади - частини і аксесуари > Система приводу для Quad > Ремені приводні для квадроциклів > Пасики приводні,Не найдено,Не найдено,,Не найдено,0.3,Нет точной категории для приводных ремней,unmatched
1903,Брами,,Квади - частини і аксесуари > Система приводу для Quad > Ремені приводні для квадроциклів > Брами,Не найдено,Не найдено,,Не найдено,0.3,"Специфічна підкатегорія приводних ременів, яка не має прямого збігу в новій структурі",unmatched
1902,Оригінальні Приводні Ремені,,Квади - частини і аксесуари > Система приводу для Quad > Ремені приводні для квадроциклів > Оригінальні Приводні Ремені,Не найдено,Не найдено,,Не найдено,0.3,"Специфічна підкатегорія приводних ременів, яка не має прямого збігу в новій структурі",unmatched
1904,Пас TGB,,Квади - частини і аксесуари > Система приводу для Quad > Ремені приводні для квадроциклів > Пас TGB,Не найдено,Не найдено,,Не найдено,0.3,"Специфічна підкатегорія приводних ременів, яка не має прямого збігу в новій структурі",unmatched
1948,Усі продукти,,Квади - частини і аксесуари > Усі продукти,Не знайдено,Не найдено,,Не найдено,0.0,Загальна категорія без конкретного технічного призначення,unmatched
1982,Підмітальні машини,,Квади - частини і аксесуари > Підмітальні машини,Не знайдено,Не найдено,,Не найдено,0.0,"Специфічне обладнання, яке не входить до наявних категорій",unmatched
1894,Підігріті манекени,,Квади - частини і аксесуари > Підвіска / Кермова система Quad > Підігріті манекени,Не знайдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в новій структурі,unmatched
1703,Рами до автомобілів 4x4 і Ремонтні комплекти,,Рами до автомобілів 4x4 і Ремонтні комплекти,Не найдено,Не найдено,,Не найдено,0.2,Немає точної відповідної категорії в новій структурі,unmatched
1720,Турбо двигун заміна,,Турбо двигун заміна,Не найдено,Не найдено,,Не найдено,0.3,Немає точної відповідної категорії в новій структурі,unmatched
1760,"Torby - сумки
i - і
akcesoria - аксесуари

Переклад: сумки і аксесуари MOLLE",,"Скрині та похідні сумки > Torby - сумки
i - і
akcesoria - аксесуари

Переклад: сумки і аксесуари MOLLE",Не найдено,Не найдено,,Не найдено,0.4,Немає точної відповідної категорії в новій структурі,unmatched
1717,"Машини для внесення рідких добрив, Сівалки, Розкидачі добрив",,"Машини для внесення рідких добрив, Сівалки, Розкидачі добрив",Не найдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в наданій структурі,unmatched
1708,Трапи та Наїзди,,Трапи та Наїзди,Не найдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в наданій структурі,unmatched
1678,Система охолодження,,Система охолодження,Не найдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в наданій структурі,unmatched
1664,Компресори для блокувань,,"Система приводу > Блокування мосту, диференціали і передачі > Компресори для блокувань",Не найдено,Не найдено,,Не найдено,0.5,Нет точного соответствия для компрессоров блокировок,unmatched
1669,Зчеплення Тюнінгові Посилені,,Система приводу > Зчеплення Тюнінгові Посилені,Не найдено,Не найдено,,Не найдено,0.3,Нет точного соответствия в новой структуре,unmatched
1674,Монтажні комплекти,,Система приводу > Монтажні комплекти,Не найдено,Не найдено,,Не найдено,0.2,Нет точного соответствия в новой структуре,unmatched
1676,Ремонтні комплекти трансмісії,,Система приводу > Ремонтні комплекти трансмісії,Не найдено,Не найдено,,Не найдено,0.3,Нет точного соответствия в новой структуре,unmatched
1750,аксесуари для снорклінгу - фільтри тощо,,Система випуску та впуску > аксесуари для снорклінгу - фільтри тощо,Не найдено,Не найдено,,Не найдено,0.1,Нет семантического соответствия в новой структуре,unmatched
1751,Трубка для плавання,,Система випуску та впуску > Трубка для плавання,Не знайдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в новій структурі,unmatched
1736,Аксесуари інтер'єру,,"Інтер'єр - організація багажу, забудова, столики > Аксесуари інтер'єру",Не знайдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в новій структурі,unmatched
1733,Килимки і покриття,,"Інтер'єр - організація багажу, забудова, столики > Килимки і покриття",Не знайдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в новій структурі,unmatched
1734,Крісла і чохли,,"Інтер'єр - організація багажу, забудова, столики > Крісла і чохли",Не знайдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в новій структурі,unmatched
1743,Автокрісла Sparco для дітей,,"Інтер'єр - організація багажу, забудова, столики > Автокрісла Sparco для дітей",Не знайдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в новій структурі,unmatched
1748,та інші,,"Інтер'єр - організація багажу, забудова, столики > та інші",Не знайдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в новій структурі,unmatched
1747,Підвісні та інші камери,,"Інтер'єр - організація багажу, забудова, столики > Підвісні та інші камери",Не знайдено,Не найдено,,Не найдено,0.0,Немає відповідної категорії в новій структурі,unmatched
1735,Консоль даху,,"Інтер'єр - організація багажу, забудова, столики > Консоль даху",Не найдено,Не найдено,,Не найдено,0.2,Нет точного соответствия в новой структуре категорий,unmatched
1745,Педальний командир,,"Інтер'єр - організація багажу, забудова, столики > Педальний командир",Не найдено,Не найдено,,Не найдено,0.2,Нет точного соответствия в новой структуре категорий,unmatched
1744,Нахиломіри,,"Інтер'єр - організація багажу, забудова, столики > Нахиломіри",Не найдено,Не найдено,,Не найдено,0.2,Нет точного соответствия в новой структуре категорий,unmatched
1732,Столики на двері,,"Інтер'єр - організація багажу, забудова, столики > Столики на двері",Не найдено,Не найдено,,Не найдено,0.2,Нет точного соответствия в новой структуре категорий,unmatched
1740,Популярні ручки,,"Інтер'єр - організація багажу, забудова, столики > Тримачі та кріплення для смартфонів та інших пристроїв > Популярні ручки",Не найдено,Не найдено,,Не найдено,0.2,Нет точного соответствия в новой структуре категорий,unmatched
1730,Ручки і тримачі,,"Інтер'єр - організація багажу, забудова, столики > Ручки і тримачі",Не знайдено,Не найдено,,Не найдено,0.3,Немає точної відповідності в новій структурі,unmatched
1746,Забудова,,"Інтер'єр - організація багажу, забудова, столики > Забудова",Не знайдено,Не найдено,,Не найдено,0.2,Немає точної відповідності в новій структурі,unmatched
1553,До дорожньої допомоги | Евакуатори,,Підйомники > До дорожньої допомоги | Евакуатори,Не знайдено,Не найдено,,Не найдено,0.3,Немає точної відповідності в новій структурі,unmatched
1557,позашляховики,,Підйомники > позашляховики,Не знайдено,Не найдено,,Не найдено,0.2,Немає точної відповідності в новій структурі,unmatched
1562,Виключники струму,,Підйомники > Виключники струму,Не знайдено,Не найдено,,Не найдено,0.2,Немає точної відповідності в новій структурі,unmatched
1593,Буксирування,,Підйомники > Буксирування,Не знайдено,Не найдено,,Не найдено,0.2,Немає точної відповідності в новій структурі,unmatched
1590,Якорі,,Підйомники > Якорі,Не знайдено,Не найдено,,Не найдено,0.2,Немає точної відповідності в новій структурі,unmatched
1589,Щітки для пилососів,,Підйомники > Щітки для пилососів,Не найдено,Не найдено,,Не найдено,0.0,Категория не связана с существующими категориями в новой структуре,unmatched
1554,Витяжні пристрої для вантажівок,,Підйомники > Витяжні пристрої для вантажівок,Не найдено,Не найдено,,Не найдено,0.2,Специфічна категорія без прямого відповідника в новій структурі,unmatched
1558,Ручні лебідки,,Підйомники > Ручні лебідки,Не найдено,Не найдено,,Не найдено,0.3,Немає прямого відповідника для ручних лебідок,unmatched
1597,Майстерні лебідки,,Підйомники > Майстерні лебідки,Не найдено,Не найдено,,Не найдено,0.2,Специфічна категорія без прямого відповідника,unmatched
1591,Журавлі,,Підйомники > Журавлі,Не найдено,Не найдено,,Не найдено,0.1,Немає відповідної категорії в новій структурі,unmatched
1725,Розпродаж / Акції / Набори,,Розпродаж / Акції / Набори,Не найдено,Не найдено,,Не найдено,0.1,Службова категорія розпродажу без технічного призначення,unmatched
1996,Кепки,,іграшки - купони - наклейки подарунки > Кепки,Не найдено,Не найдено,,Не найдено,0.2,Немає відповідної категорії для кепок в новій структурі,unmatched
1995,Футболки Толстовки,,іграшки - купони - наклейки подарунки > Футболки Толстовки,Не найдено,Не найдено,,Не найдено,0.2,Немає відповідної категорії для футболок і толстовок в новій структурі,unmatched
1993,Подарункові купони,,іграшки - купони - наклейки подарунки > Подарункові купони,Не найдено,Не найдено,,Не найдено,0.0,Нет соответствующей категории в новой структуре для подарочных купонов,unmatched
1998,М'які іграшки та Іграшки і Ігри,,іграшки - купони - наклейки подарунки > М'які іграшки та Іграшки і Ігри,Не найдено,Не найдено,,Не найдено,0.0,Нет соответствующей категории для мягких игрушек,unmatched
1997,Вішак і Брелоки - Jeep,,іграшки - купони - наклейки подарунки > Вішак і Брелоки - Jeep,Не найдено,Не найдено,,Не найдено,0.0,Нет соответствующей категории для брелоков,unmatched
1651,Сервісні частини,,"підвіски, амортизатори, пружини, підйомники > Сервісні частини",Не найдено,Не найдено,,Не найдено,0.0,Слишком общая категория без точного соответствия,unmatched
1646,Стабілізатори та з'єднувачі стабілізатора,,"підвіски, амортизатори, пружини, підйомники > Стабілізатори та з'єднувачі стабілізатора",Не знайдено,Не найдено,,Не найдено,0.3,Немає точної відповідності в новій структурі,unmatched
1652,Вуса передачі,,"підвіски, амортизатори, пружини, підйомники > Вуса передачі",Не знайдено,Не найдено,,Не найдено,0.2,Немає точної відповідності в новій структурі,unmatched
1637,Ремонтні комплекти амортизаторів,,"підвіски, амортизатори, пружини, підйомники > Ремонтні комплекти амортизаторів",Не знайдено,Не найдено,,Не найдено,0.4,"Часткове семантичне співпадіння з амортизаторами, але немає точної категорії",unmatched
