source_id,source_name,reference_id,reference_name,reference_path,method,confidence
25573,Сошки,24315,Сошки,Тюнінг > Сошки,exact,high
25574,УСМ,24319,УСМ,Тюнінг > УСМ,exact,high
25598,Мультитули,24323,Мультитули,Ножі та інструменти > Мультитули,exact,high
25605,Елементи живлення,24366,Елементи живлення,Ліхтарі > Аксесуари для ліхтарів > Елементи живлення,exact,high
25610,Кнопки дистанційного керування,24361,Кнопки дистанційного керування,Ліхтарі > Аксесуари для ліхтарів > Кнопки дистанційного керування,exact,high
25613,Налобні,24337,Налобні,Ліхтарі > Налобні,exact,high
25619,Кухонні ножі,24395,Кухонні ножі,Ножі та інструменти > Ножі > Кухонні ножі,exact,high
25620,Ножі з фіксованим клинком,24397,Ножі з фіксованим клинком,Ножі та інструменти > Ножі > Ножі з фіксованим клинком,exact,high
25622,Тренувальна зброя,24328,Тренувальна зброя,Ножі та інструменти > Тренувальна зброя,exact,high
25637,Рукавички,24462,Рукавички,Спорядження > Рукавички,exact,high
25709,Інше,24313,Інше,Тюнінг > Інше,exact,high
25734,Кільця,24376,Кільця,Оптика > Кріплення > Кільця,exact,high
25808,Коробки,24353,Коробки,Аксесуари > Коробки,exact,high
25813,Чохли,24373,Чохли,Ножі та інструменти > Аксесуари та комплектуючі > Чохли,exact,high
25863,Намети,24458,Намети,"Активний відпочинок, туризм та хобі > Намети",exact,high
25874,Спальні мішки,24450,Спальні мішки,"Активний відпочинок, туризм та хобі > Спальні мішки",exact,high
25877,Генератори,24463,Генератори,"Активний відпочинок, туризм та хобі > Генератори",exact,high
25889,Інше,24313,Інше,Тюнінг > Інше,exact,high
25898,Компаси,24459,Компаси,"Активний відпочинок, туризм та хобі > Компаси",exact,high
25911,Газові пальники та плити,24460,Газові пальники та плити,"Активний відпочинок, туризм та хобі > Газові пальники та плити",exact,high
25945,Рюкзаки,24345,Рюкзаки,Спорядження > Рюкзаки,exact,high
25946,Сумки,24346,Сумки,Спорядження > Сумки,exact,high
25410,БПЛА,24434,Квадрокоптери,Дрони та безпілотники > Квадрокоптери,ai_deep,high
25414,Зі скобою Генрі,24412,Магазини,Зброя > Вогнепальна зброя > Пістолети та револьвери > Комплектуючі > Магазини,ai_deep,high
25419,Затвори,24413,Інші комплектуючі,Зброя > Вогнепальна зброя > Пістолети та револьвери > Комплектуючі > Інші комплектуючі,ai_deep,high
25422,Двоствольні,24408,З газовою пружиною,Зброя > Пневматична зброя > Пневматичні гвинтівки > З газовою пружиною,ai_deep,high
25429,Газові балончики,24421,Балони СО2,Зброя > Пневматична зброя > Аксесуари та комплектуючі > Балони СО2,ai_deep,high
25434,Коробки для патронів,24353,Коробки,Аксесуари > Коробки,ai_deep,high
25436,Патронташі та фіксатори патронів,24355,Патронташі,Аксесуари > Патронташі,ai_deep,high
25442,Арбалети,24398,Арбалети та комплектуючі,"Зброя > Арбалети,луки та рогатки > Арбалети та комплектуючі",ai_deep,high
25443,Комплектуючі до метальної зброї,24413,Інші комплектуючі,Зброя > Вогнепальна зброя > Пістолети та револьвери > Комплектуючі > Інші комплектуючі,ai_deep,high
25444,Луки,24400,Луки та комплектуючі,"Зброя > Арбалети,луки та рогатки > Луки та комплектуючі",ai_deep,high
25445,Рогатки,24401,Рогатки та комплектуючі,"Зброя > Арбалети,луки та рогатки > Рогатки та комплектуючі",ai_deep,high
25448,Кульки до рогаток,24320,Набої для холодної пристрілки,Набої > Набої для холодної пристрілки,ai_deep,high
25457,Підзорні труби,24389,Підзорні труби і телескопи,Оптика > Прилади спостереження > Підзорні труби і телескопи,ai_deep,high
25460,Кришки та бленди,24368,Кришки,Оптика > Аксесуари та комплектуючі > Кришки,ai_deep,high
25461,Окуляри та об’єктиви,24369,Окуляри,Оптика > Аксесуари та комплектуючі > Окуляри,ai_deep,high
25462,Чохли для оптики,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai_deep,high
25465,Кільця для оптики,24376,Кільця,Оптика > Кріплення > Кільця,ai_deep,high
25466,Моноблоки для оптики,24378,Моноблоки,Оптика > Кріплення > Моноблоки,ai_deep,high
25467,Планки та адаптершини,24379,Планки,Оптика > Кріплення > Планки,ai_deep,high
25468,Спеціальні кріплення,24380,Спеціальні посадкові місця,Оптика > Кріплення > Спеціальні посадкові місця,ai_deep,high
25471,Комісійна оптика,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25472,ЛЦВ,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25473,Магніфери,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25476,Призматичні,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25478,Прилади нічного бачення,24447,Прилади,Оптика > Приціли та прилади нічного бачення (ПНБ) > Прилади,ai_deep,high
25479,Тепловізійні монокуляри та бінокуляри,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25480,Тепловізійні приціли,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25481,Цифрова оптика,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25483,Гладкоствольні,24466,Холості набої,Набої > Холості набої,ai_deep,high
25484,Нарізні,24418,Набої Флобера,Зброя > Пневматична зброя > Набої > Набої Флобера,ai_deep,high
25487,Гільзи,24476,Запчастини,Релоадинг > Для гладкоствола > Запчастини,ai_deep,high
25488,Капсулі,24487,Інші види дозування,Релоадинг > Дозатори пороха > Інші види дозування,ai_deep,high
25489,Кулі,24476,Запчастини,Релоадинг > Для гладкоствола > Запчастини,ai_deep,high
25490,Обладнання,24488,Вимірювальний інструмент,Релоадинг > Вимірювальний інструмент,ai_deep,high
25492,Травматичні,24321,Фальшнабої,Набої > Фальшнабої,ai_deep,high
25496,Аксесуари для страйкбольної зброї,24386,Страйкбол,Зброя > Пневматична зброя > Страйкбол,ai_deep,high
25497,Заправні системи до PCP,24420,Аксесуари до РСР,Зброя > Пневматична зброя > Аксесуари та комплектуючі > Аксесуари до РСР,ai_deep,high
25500,PCP гвинтівки,24409,Пневматичні гвинтівки PCP (з попереднім накачуванням),Зброя > Пневматична зброя > Пневматичні гвинтівки > Пневматичні гвинтівки PCP (з попереднім накачуванням),ai_deep,high
25501,Ліцензована пневматика,24408,З газовою пружиною,Зброя > Пневматична зброя > Пневматичні гвинтівки > З газовою пружиною,ai_deep,high
25502,Пневматичні гвинтівки CO2,24408,З газовою пружиною,Зброя > Пневматична зброя > Пневматичні гвинтівки > З газовою пружиною,ai_deep,high
25506,Кульки ВВ,24320,Набої для холодної пристрілки,Набої > Набої для холодної пристрілки,ai_deep,high
25508,Кулі,24320,Набої для холодної пристрілки,Набої > Набої для холодної пристрілки,ai_deep,high
25510,PCP пістолети,24417,З попереднім накачуванням PCP,Зброя > Пневматична зброя > Пневматичні пістолети > З попереднім накачуванням PCP,ai_deep,high
25511,Мультикомпресіонні пістолети,24414,Мультикомпресійні,Зброя > Пневматична зброя > Пневматичні пістолети > Мультикомпресійні,ai_deep,high
25512,Пружинно-поршневі пістолети,24416,Зі стисненим газом CO2,Зброя > Пневматична зброя > Пневматичні пістолети > Зі стисненим газом CO2,ai_deep,high
25513,Пістолети CO2 зі стисненим газом,24416,Зі стисненим газом CO2,Зброя > Пневматична зброя > Пневматичні пістолети > Зі стисненим газом CO2,ai_deep,high
25514,Страйкбольна зброя,24386,Страйкбол,Зброя > Пневматична зброя > Страйкбол,ai_deep,high
25516,Кобури,24412,Магазини,Зброя > Вогнепальна зброя > Пістолети та револьвери > Комплектуючі > Магазини,ai_deep,high
25517,Патрони Флобера,24418,Набої Флобера,Зброя > Пневматична зброя > Набої > Набої Флобера,ai_deep,high
25519,Коліматорні приціли для пістолетів,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25520,ЛЦВ для пістолетів,24426,Оптичні,AR Платформа > Приціли > Оптичні,ai_deep,high
25522,Площадки та бази,24375,Бази,Оптика > Кріплення > Бази,ai_deep,high
25523,Револьвери Флобера,24470,Зброя під набої Флобера,Зброя > Зброя під набої Флобера,ai_deep,high
25524,Сигнально-шумова зброя,24472,Стартова (шумова) зброя,Зброя > Стартова (шумова) зброя,ai_deep,high
25526,Страхувальні шнури,24413,Інші комплектуючі,Зброя > Вогнепальна зброя > Пістолети та револьвери > Комплектуючі > Інші комплектуючі,ai_deep,high
25527,Травматична зброя,24415,Пружинно-поршневі,Зброя > Пневматична зброя > Пневматичні пістолети > Пружинно-поршневі,ai_deep,high
25529,Аксесуари для магазинів,24422,Магазини,Зброя > Пневматична зброя > Аксесуари та комплектуючі > Магазини,ai_deep,high
25530,Глушники для короткоствольної зброї,24313,Інше,Тюнінг > Інше,ai_deep,high
25531,Запчастини та інструменти для пістолетів,24413,Інші комплектуючі,Зброя > Вогнепальна зброя > Пістолети та револьвери > Комплектуючі > Інші комплектуючі,ai_deep,high
25532,Конверсійні кіти,24313,Інше,Тюнінг > Інше,ai_deep,high
25533,Магвели,24412,Магазини,Зброя > Вогнепальна зброя > Пістолети та револьвери > Комплектуючі > Магазини,ai_deep,high
25534,Пружини для пістолетів,24415,Пружинно-поршневі,Зброя > Пневматична зброя > Пневматичні пістолети > Пружинно-поршневі,ai_deep,high
25535,Пістолетні УСМ та їх частини,24319,УСМ,Тюнінг > УСМ,ai_deep,high
25536,Рукоятки та накладки,24311,Пістолетне руків'я,Тюнінг > Пістолетне руків'я,ai_deep,high
25537,Холості патрони,24466,Холості набої,Набої > Холості набої,ai_deep,high
25542,Балістичні калькулятори,24447,Прилади,Оптика > Приціли та прилади нічного бачення (ПНБ) > Прилади,ai_deep,high
25553,Захисні окуляри,24343,"Окуляри, їх комплектуючі та аксесуари","Спорядження > Окуляри, їх комплектуючі та аксесуари",ai_deep,high
25557,Горни,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25558,Маскування,24341,Кобури та сумки,Спорядження > Кобури та сумки,ai_deep,high
25559,Мішки і підвіски для дичини,24354,Мішені,Аксесуари > Мішені,ai_deep,high
25560,Опудала,24313,Інше,Тюнінг > Інше,ai_deep,high
25562,Інші комплектуючі до зброї,24313,Інше,Тюнінг > Інше,ai_deep,high
25564,Додаткові рукоятки,24311,Пістолетне руків'я,Тюнінг > Пістолетне руків'я,ai_deep,high
25567,Ложі та шасі,24476,Запчастини,Релоадинг > Для гладкоствола > Запчастини,ai_deep,high
25570,"Приклади, адаптери, щоки",24312,Приклади,Тюнінг > Приклади,ai_deep,high
25571,Пістолетні руків'я,24311,Пістолетне руків'я,Тюнінг > Пістолетне руків'я,ai_deep,high
25572,Саундмодератори і ДГК,24307,ДГК та ПБС,Тюнінг > ДГК та ПБС,ai_deep,high
25575,Фальшпатрони,24321,Фальшнабої,Набої > Фальшнабої,ai_deep,high
25576,Цівки та квадрейли,24316,Цівки,Тюнінг > Цівки,ai_deep,high
25577,Чоки та подовжувачі ствола,24318,Щоки на приклад,Тюнінг > Щоки на приклад,ai_deep,high
25579,Мачете,24326,"Сокири, лопати та інше","Ножі та інструменти > Сокири, лопати та інше",ai_deep,high
25581,Набори інструментів,24323,Мультитули,Ножі та інструменти > Мультитули,ai_deep,high
25582,Ножі (холодні),24396,Складні ножі,Ножі та інструменти > Ножі > Складні ножі,ai_deep,high
25584,Інші аксесуари для чищення,24351,Засоби,Чистка та догляд > Засоби,ai_deep,high
25585,Засоби для чищення,24351,Засоби,Чистка та догляд > Засоби,ai_deep,high
25586,Набори для чищення,24351,Засоби,Чистка та догляд > Засоби,ai_deep,high
25587,Направляючі,24348,"Насадки (йоржики, вішери і т.д.)","Чистка та догляд > Насадки (йоржики, вішери і т.д.)",ai_deep,high
25588,Насадки,24348,"Насадки (йоржики, вішери і т.д.)","Чистка та догляд > Насадки (йоржики, вішери і т.д.)",ai_deep,high
25589,Патчі для чищення,24349,Патчі,Чистка та догляд > Патчі,ai_deep,high
25590,Протяжки,24412,Магазини,Зброя > Вогнепальна зброя > Пістолети та револьвери > Комплектуючі > Магазини,ai_deep,high
25591,Підставки для чищення,24350,Подставки для чистки,Чистка та догляд > Подставки для чистки,ai_deep,high
25592,Фарба,24351,Засоби,Чистка та догляд > Засоби,ai_deep,high
25593,Шомполи,24352,Шомпола,Чистка та догляд > Шомпола,ai_deep,high
25597,Лопати,24326,"Сокири, лопати та інше","Ножі та інструменти > Сокири, лопати та інше",ai_deep,high
25599,Ножі багато функціональні,24323,Мультитули,Ножі та інструменти > Мультитули,ai_deep,high
25600,Пилки,24326,"Сокири, лопати та інше","Ножі та інструменти > Сокири, лопати та інше",ai_deep,high
25601,Садовий інструмент,24326,"Сокири, лопати та інше","Ножі та інструменти > Сокири, лопати та інше",ai_deep,high
25602,Сокири,24326,"Сокири, лопати та інше","Ножі та інструменти > Сокири, лопати та інше",ai_deep,high
25604,Велосипедні,24336,Ручні та кишенькові ліхтарі,Ліхтарі > Ручні та кишенькові ліхтарі,ai_deep,high
25606,Кемпінгові,24340,Прожектори та кемпінгові ліхтарі,Ліхтарі > Прожектори та кемпінгові ліхтарі,ai_deep,high
25608,Інші комплектуючі до ліхтарів,24363,Інше,Ліхтарі > Аксесуари для ліхтарів > Інше,ai_deep,high
25609,Зарядні пристрої,24366,Елементи живлення,Ліхтарі > Аксесуари для ліхтарів > Елементи живлення,ai_deep,high
25611,Кріплення для ліхтарів,24362,Кріплення,Ліхтарі > Аксесуари для ліхтарів > Кріплення,ai_deep,high
25612,Світлофільтри для ліхтарів,24364,Світлофільтри,Ліхтарі > Аксесуари для ліхтарів > Світлофільтри,ai_deep,high
25615,Ручні,24336,Ручні та кишенькові ліхтарі,Ліхтарі > Ручні та кишенькові ліхтарі,ai_deep,high
25618,Комплектуючі для ножів,24405,Запчастини та комплектуючі,Ножі та інструменти > Аксесуари та комплектуючі > Інше > Запчастини та комплектуючі,ai_deep,high
25621,Ножі складані,24396,Складні ножі,Ножі та інструменти > Ножі > Складні ножі,ai_deep,high
25624,Аксесуари для точил,24327,Точильні пристосування,Ножі та інструменти > Точильні пристосування,ai_deep,high
25625,Електроточила,24327,Точильні пристосування,Ножі та інструменти > Точильні пристосування,ai_deep,high
25626,Змінні камені,24327,Точильні пристосування,Ножі та інструменти > Точильні пристосування,ai_deep,high
25627,Настільні точила,24327,Точильні пристосування,Ножі та інструменти > Точильні пристосування,ai_deep,high
25628,Портативні точила,24327,Точильні пристосування,Ножі та інструменти > Точильні пристосування,ai_deep,high
25632,Бафи і балаклави,24461,Головні убори,Спорядження > Головні убори,ai_deep,high
25633,Кепки,24461,Головні убори,Спорядження > Головні убори,ai_deep,high
25634,Окуляри та аксесуари для них,24369,Окуляри,Оптика > Аксесуари та комплектуючі > Окуляри,ai_deep,high
25635,Панами,24461,Головні убори,Спорядження > Головні убори,ai_deep,high
25638,Устілки і засоби обігріву,24460,Газові пальники та плити,"Активний відпочинок, туризм та хобі > Газові пальники та плити",ai_deep,high
25639,Шапки,24461,Головні убори,Спорядження > Головні убори,ai_deep,high
25640,Шкарпетки,24359,Аксесуари,Одяг та взуття > Аксесуари,ai_deep,high
25642,Інше взуття,24360,Інше,Одяг та взуття > Інше,ai_deep,high
25643,Аксесуари для взуття,24359,Аксесуари,Одяг та взуття > Аксесуари,ai_deep,high
25644,Вейдерси,24452,Засоби індивідуального захисту,"Активний відпочинок, туризм та хобі > Засоби індивідуального захисту",ai_deep,high
25645,Кросівки,24360,Інше,Одяг та взуття > Інше,ai_deep,high
25646,Черевики,24360,Інше,Одяг та взуття > Інше,ai_deep,high
25650,Нашивки та патчі,24349,Патчі,Чистка та догляд > Патчі,ai_deep,high
25652,Страхувальні жилети,24360,Інше,Одяг та взуття > Інше,ai_deep,high
25653,Шоломи,24461,Головні убори,Спорядження > Головні убори,ai_deep,high
25655,Засоби догляду за одягом,24351,Засоби,Чистка та догляд > Засоби,ai_deep,high
25657,Інший одяг,24360,Інше,Одяг та взуття > Інше,ai_deep,high
25659,Костюми,24360,Інше,Одяг та взуття > Інше,ai_deep,high
25660,Куртки,24360,Інше,Одяг та взуття > Інше,ai_deep,high
25661,Піджаки та жилети,24360,Інше,Одяг та взуття > Інше,ai_deep,high
25664,Термобілизна,24360,Інше,Одяг та взуття > Інше,ai_deep,high
25667,Шорти,24360,Інше,Одяг та взуття > Інше,ai_deep,high
25671,Світлозвукова,24472,Стартова (шумова) зброя,Зброя > Стартова (шумова) зброя,ai_deep,high
25672,Стрілкова,24472,Стартова (шумова) зброя,Зброя > Стартова (шумова) зброя,ai_deep,high
25674,Іграшковий інструмент,24465,Іграшки,"Активний відпочинок, туризм та хобі > Іграшки",ai_deep,high
25676,Військові,24472,Стартова (шумова) зброя,Зброя > Стартова (шумова) зброя,ai_deep,high
25677,Залізниця,24465,Іграшки,"Активний відпочинок, туризм та хобі > Іграшки",ai_deep,high
25678,Конструктори,24465,Іграшки,"Активний відпочинок, туризм та хобі > Іграшки",ai_deep,high
25679,Моделювання,24465,Іграшки,"Активний відпочинок, туризм та хобі > Іграшки",ai_deep,high
25680,Розвиваючі,24465,Іграшки,"Активний відпочинок, туризм та хобі > Іграшки",ai_deep,high
25686,Макети зброї (ММГ),24468,Макети,Зброя > Макети,ai_deep,high
25692,Лонгборди,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25694,Великі,24434,Квадрокоптери,Дрони та безпілотники > Квадрокоптери,ai_deep,high
25695,Малі,24434,Квадрокоптери,Дрони та безпілотники > Квадрокоптери,ai_deep,high
25699,Машинки,24465,Іграшки,"Активний відпочинок, туризм та хобі > Іграшки",ai_deep,high
25700,Роботи та трансформери,24465,Іграшки,"Активний відпочинок, туризм та хобі > Іграшки",ai_deep,high
25713,Льодобури та пешні,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25716,Плоскогубці та мультитули,24323,Мультитули,Ножі та інструменти > Мультитули,ai_deep,high
25718,"Свердла, голки, протяжки",24405,Запчастини та комплектуючі,Ножі та інструменти > Аксесуари та комплектуючі > Інше > Запчастини та комплектуючі,ai_deep,high
25728,Джиг голівки,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25732,Конектори,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25743,Відра та ємності,24457,Посуд,"Активний відпочинок, туризм та хобі > Посуд",ai_deep,high
25747,Лопатки,24326,"Сокири, лопати та інше","Ножі та інструменти > Сокири, лопати та інше",ai_deep,high
25750,Рогатки,24401,Рогатки та комплектуючі,"Зброя > Арбалети,луки та рогатки > Рогатки та комплектуючі",ai_deep,high
25755,Запасні частини,24405,Запчастини та комплектуючі,Ножі та інструменти > Аксесуари та комплектуючі > Інше > Запчастини та комплектуючі,ai_deep,high
25765,Одинарні,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25771,Безінерційні,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25784,Гребінки,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25788,Тримачі,24375,Бази,Оптика > Кріплення > Бази,ai_deep,high
25797,Підсаки,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25803,Обвіси,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25810,Рибальські сумки та рюкзаки,24345,Рюкзаки,Спорядження > Рюкзаки,ai_deep,high
25814,Ящики,24353,Коробки,Аксесуари > Коробки,ai_deep,high
25817,Бойли,24457,Посуд,"Активний відпочинок, туризм та хобі > Посуд",ai_deep,high
25820,Зернові суміші,24451,Їжа для &quot;виживання&quot;,"Активний відпочинок, туризм та хобі > Їжа для &quot;виживання&quot;",ai_deep,high
25823,Пасти,24451,Їжа для &quot;виживання&quot;,"Активний відпочинок, туризм та хобі > Їжа для &quot;виживання&quot;",ai_deep,high
25837,Повідкові матеріали,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25846,Каски,24461,Головні убори,Спорядження > Головні убори,ai_deep,high
25847,Кішки та льодоступи,24341,Кобури та сумки,Спорядження > Кобури та сумки,ai_deep,high
25848,Льодоруби,24326,"Сокири, лопати та інше","Ножі та інструменти > Сокири, лопати та інше",ai_deep,high
25849,Магнезія та магнезниці,24341,Кобури та сумки,Спорядження > Кобури та сумки,ai_deep,high
25850,Мотузкові затискачі,24341,Кобури та сумки,Спорядження > Кобури та сумки,ai_deep,high
25851,Петлі і стропи,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25853,Спускові та страхувальні пристрої,24341,Кобури та сумки,Спорядження > Кобури та сумки,ai_deep,high
25854,Страхувальні системи,24341,Кобури та сумки,Спорядження > Кобури та сумки,ai_deep,high
25860,Туристичні рушники,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25862,Аксесуари для наметів,24458,Намети,"Активний відпочинок, туризм та хобі > Намети",ai_deep,high
25864,Тенти,24458,Намети,"Активний відпочинок, туризм та хобі > Намети",ai_deep,high
25870,Кухні туристичні,24460,Газові пальники та плити,"Активний відпочинок, туризм та хобі > Газові пальники та плити",ai_deep,high
25878,Зарядні станції,24464,Повербанки та акумулятори,"Активний відпочинок, туризм та хобі > Повербанки та акумулятори",ai_deep,high
25879,Повербанки,24464,Повербанки та акумулятори,"Активний відпочинок, туризм та хобі > Повербанки та акумулятори",ai_deep,high
25880,Сонячні панелі,24463,Генератори,"Активний відпочинок, туризм та хобі > Генератори",ai_deep,high
25882,Антимоскітні пристрої та засоби,24452,Засоби індивідуального захисту,"Активний відпочинок, туризм та хобі > Засоби індивідуального захисту",ai_deep,high
25885,"Стяжні ремені, кріплення та карабіни",24341,Кобури та сумки,Спорядження > Кобури та сумки,ai_deep,high
25886,Трекінгові палиці,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25888,GPS-навігатори,24459,Компаси,"Активний відпочинок, туризм та хобі > Компаси",ai_deep,high
25892,Квадрокоптери та дрони,24434,Квадрокоптери,Дрони та безпілотники > Квадрокоптери,ai_deep,high
25894,Радіостанції,24437,Рації,Зв'язок > Рації,ai_deep,high
25896,Інше спорядження,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25899,Кресало та засоби для розпалювання,24456,"Стільці, крісла","Активний відпочинок, туризм та хобі > Стільці, крісла",ai_deep,high
25900,Паракорди,24467,Спортивні товари,"Активний відпочинок, туризм та хобі > Спортивні товари",ai_deep,high
25902,Відра та каністри,24457,Посуд,"Активний відпочинок, туризм та хобі > Посуд",ai_deep,high
25908,Газові балони та аксесуари,24460,Газові пальники та плити,"Активний відпочинок, туризм та хобі > Газові пальники та плити",ai_deep,high
25909,Газові лампи,24460,Газові пальники та плити,"Активний відпочинок, туризм та хобі > Газові пальники та плити",ai_deep,high
25910,Газові обігрівачі,24460,Газові пальники та плити,"Активний відпочинок, туризм та хобі > Газові пальники та плити",ai_deep,high
25913,Мультипаливні пальники та плити,24460,Газові пальники та плити,"Активний відпочинок, туризм та хобі > Газові пальники та плити",ai_deep,high
25914,Рідкопаливні пальники,24460,Газові пальники та плити,"Активний відпочинок, туризм та хобі > Газові пальники та плити",ai_deep,high
25915,Системи приготування їжі,24460,Газові пальники та плити,"Активний відпочинок, туризм та хобі > Газові пальники та плити",ai_deep,high
25917,Автохолодильники,24454,"Термосумки, термобокси","Активний відпочинок, туризм та хобі > Термосумки, термобокси",ai_deep,high
25918,Аксесуари для термосів,24453,Термоса и термочашки,"Активний відпочинок, туризм та хобі > Термоса и термочашки",ai_deep,high
25921,Термопляшки,24453,Термоса и термочашки,"Активний відпочинок, туризм та хобі > Термоса и термочашки",ai_deep,high
25922,Термоси,24453,Термоса и термочашки,"Активний відпочинок, туризм та хобі > Термоса и термочашки",ai_deep,high
25923,Термоси для їжі,24454,"Термосумки, термобокси","Активний відпочинок, туризм та хобі > Термосумки, термобокси",ai_deep,high
25924,Термосклянки,24453,Термоса и термочашки,"Активний відпочинок, туризм та хобі > Термоса и термочашки",ai_deep,high
25925,Термосумки,24454,"Термосумки, термобокси","Активний відпочинок, туризм та хобі > Термосумки, термобокси",ai_deep,high
25926,Туристична їжа,24451,Їжа для &quot;виживання&quot;,"Активний відпочинок, туризм та хобі > Їжа для &quot;виживання&quot;",ai_deep,high
25928,Аксесуари для посуду,24457,Посуд,"Активний відпочинок, туризм та хобі > Посуд",ai_deep,high
25930,Казанки та триноги,24457,Посуд,"Активний відпочинок, туризм та хобі > Посуд",ai_deep,high
25931,Каструлі,24457,Посуд,"Активний відпочинок, туризм та хобі > Посуд",ai_deep,high
25932,Кружки,24457,Посуд,"Активний відпочинок, туризм та хобі > Посуд",ai_deep,high
25933,Мангали та грилі,24471,Мангали,"Активний відпочинок, туризм та хобі > Мангали",ai_deep,high
25934,Миски,24457,Посуд,"Активний відпочинок, туризм та хобі > Посуд",ai_deep,high
25935,Набори посуду,24457,Посуд,"Активний відпочинок, туризм та хобі > Посуд",ai_deep,high
25936,Сковорідки,24457,Посуд,"Активний відпочинок, туризм та хобі > Посуд",ai_deep,high
25937,Столове приладдя,24457,Посуд,"Активний відпочинок, туризм та хобі > Посуд",ai_deep,high
25938,Судочки,24457,Посуд,"Активний відпочинок, туризм та хобі > Посуд",ai_deep,high
25939,Фляги та пляшки,24455,Фляги,"Активний відпочинок, туризм та хобі > Фляги",ai_deep,high
