source_id,source_name,reference_id,reference_name,reference_path,method,confidence
25028,Тепловізори автомобільні Delta,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25032,Тепловізійні приціли Rix,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25037,Тепловізійні приціли DAHUA,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25038,Тепловізійні приціли Falcon,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25040,Тепловізійні приціли GUIDE,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25041,Тепловізійні приціли Yukon,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25042,Тепловізійні приціли ATN MARS 5,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25044,Тепловізійні приціли Delta,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25046,ATN MARS-HD,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25051,ATN THOR-HD,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25052,ATN THOR,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25053,Тепловізійні приціли IR-DEFENCE,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25055,Тепловізійні приціли Dipol,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25056,Тепловізійні насадки Guide,24447,Прилади,Оптика > Приціли та прилади нічного бачення (ПНБ) > Прилади,ai_deep,high
25057,Тепловізійні насадки HikMicro,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25058,Тепловізійні насадки INFIRAY,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25059,Тепловізійні насадки Pulsar,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25060,Тепловізійні насадки ATN,24447,Прилади,Оптика > Приціли та прилади нічного бачення (ПНБ) > Прилади,ai_deep,high
25061,Тепловізійні насадки Armasight,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25062,Тепловізійні насадки AGM,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai_deep,high
25063,Тепловізійні насадки PARD,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25064,Dji Mavic 3,24434,Квадрокоптери,Дрони та безпілотники > Квадрокоптери,ai_deep,high
25065,FPV дрони,24435,FPV,Дрони та безпілотники > FPV,ai_deep,high
25067,Квадрокоптеры DJI Matrice 4,24434,Квадрокоптери,Дрони та безпілотники > Квадрокоптери,ai_deep,high
25068,Квадрокоптери з тепловізором,24434,Квадрокоптери,Дрони та безпілотники > Квадрокоптери,ai_deep,high
25072,Тепловізійні біноклі ATN,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25073,Тепловізійні біноклі Fortuna,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25074,Тепловізійні біноклі HIKVISION,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25075,Тепловізійні біноклі iRay (INFIRAY),24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25076,Тепловізійні біноклі FLIR,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25077,Тепловізійні біноклі Delta,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25078,Тепловізійні біноклі Dipol,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25079,Старлінк на авто,24440,Starlink,Зв'язок > Starlink,ai_deep,high
25085,Приціли нічного бачення Archer,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25086,Приціли нічного бачення HikMicro,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25090,Приціли нічного бачення PARD,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25091,Приціли нічного бачення Rix,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25092,Приціли нічного бачення Dedal,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25093,Приціли нічного бачення Sytong,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25094,Приціли нічного бачення ARMASIGHT,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25095,Приціли нічного бачення Dipol,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25096,Монокуляри нічного бачення AGM,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25097,Монокуляри нічного бачення PARD,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25098,Монокуляри нічного бачення Pulsar,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25099,Монокуляри нічного бачення Konus,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25100,Монокуляри нічного бачення PVS 14,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25101,Монокуляри нічного бачення Yukon,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25102,Монокуляри нічного бачення Dipol,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25103,Монокуляри нічного бачення Nortis,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25104,Окуляри нічного бачення AGM,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25105,Окуляри нічного бачення - ATN,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25106,Окуляри нічного бачення Konus,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25107,Окуляри нічного бачення Yukon,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25108,Окуляри нічного бачення Pulsar,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25109,Окуляри нічного бачення Беломо,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25110,Окуляри нічного бачення Nortis,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25111,Окуляри нічного бачення Dipol,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25112,Прилади нічного бачення PVS 7,24447,Прилади,Оптика > Приціли та прилади нічного бачення (ПНБ) > Прилади,ai_deep,high
25113,Прилади нічного бачення AGM,24447,Прилади,Оптика > Приціли та прилади нічного бачення (ПНБ) > Прилади,ai_deep,high
25114,Прилади нічного бачення Pulsar,24447,Прилади,Оптика > Приціли та прилади нічного бачення (ПНБ) > Прилади,ai_deep,high
25115,Прилади нічного бачення Nortis,24447,Прилади,Оптика > Приціли та прилади нічного бачення (ПНБ) > Прилади,ai_deep,high
25116,Насадки нічного бачення PARD,24393,Аксесуари,Оптика > Приціли та прилади нічного бачення (ПНБ) > Аксесуари,ai_deep,high
25117,Насадки нічного бачення PULSAR,24447,Прилади,Оптика > Приціли та прилади нічного бачення (ПНБ) > Прилади,ai_deep,high
25118,Оптичні приціли Leupold,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25119,Оптичні приціли BURRIS,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25120,Оптичні приціли Vector Optics,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25121,Оптичні приціли HAKKO,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25122,Оптичні приціли VEBER,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25123,Оптичні приціли Yukon,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25124,Оптичні приціли БелОМО,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25125,Оптические прицелы Nikon,24426,Оптичні,AR Платформа > Приціли > Оптичні,ai_deep,high
25126,Оптичні приціли VORTEX,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25127,Оптичні приціли Dedal,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25128,Оптичні приціли KONUS,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25129,Оптичні приціли STURMAN,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25130,Оптичні приціли BUSHNELL,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25131,Оптичні приціли HAWKE,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25132,Оптичні приціли ВОМЗ,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25133,Оптичні приціли Leica,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25134,Оптичні приціли Nightforce,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25135,Оптичні приціли NIKKO STIRLING,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25136,Оптичні приціли SIGHTRON,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25137,Оптичні приціли BSA-OPTICS,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25138,Оптичні приціли LEAPERS,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25139,Оптичні приціли SCHMIDT & BENDER,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25140,Оптичні приціли SWAROVSKI,24392,Оптичні,Оптика > Приціли > Оптичні,ai_deep,high
25141,Коліматорні приціли Hakko,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25142,Коліматорні приціли Leupold,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25143,Коліматорні приціли ВОМЗ Пілад,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25144,Коліматорні приціли Zenit,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25145,Коліматорний приціл EOTech,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25146,Коліматорні приціли Burris,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25147,Коліматорні приціли Aimpoint,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25148,Коліматорні приціли Sightmark,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25149,Коліматорні приціли БелОМО,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25150,Коліматорні приціли Holosun,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25151,Коліматорні приціли Konus,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25152,Коліматорні приціли STURMAN,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25153,Коліматорні приціли BUSHNELL,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai_deep,high
25154,Модулі перешкод,24448,РЕБ,Дрони та безпілотники > РЕБ,ai_deep,high
25159,Лазерні далекоміри ATN,24329,Далекоміри,Оптика > Далекоміри,ai_deep,high
25160,Лазерні далекоміри Leica,24329,Далекоміри,Оптика > Далекоміри,ai_deep,high
25161,Лазерні далекоміри Newcon Optic,24329,Далекоміри,Оптика > Далекоміри,ai_deep,high
25162,Лазерні далекоміри Bushnell,24329,Далекоміри,Оптика > Далекоміри,ai_deep,high
25163,Лазерні далекоміри Nikon,24329,Далекоміри,Оптика > Далекоміри,ai_deep,high
25164,Лазерні далекоміри Leupold,24329,Далекоміри,Оптика > Далекоміри,ai_deep,high
25165,Лазерні далекоміри Opti-Logic,24329,Далекоміри,Оптика > Далекоміри,ai_deep,high
25166,Лазерні далекоміри Sturman,24329,Далекоміри,Оптика > Далекоміри,ai_deep,high
25167,Лазерні далекоміри Carl Zeiss,24329,Далекоміри,Оптика > Далекоміри,ai_deep,high
25168,Лазерні далекоміри Hawke,24329,Далекоміри,Оптика > Далекоміри,ai_deep,high
25169,Лазерні далекоміри Veber,24329,Далекоміри,Оптика > Далекоміри,ai_deep,high
25172,Джерела живлення,24366,Елементи живлення,Ліхтарі > Аксесуари для ліхтарів > Елементи живлення,ai_deep,high
25173,Інфрачервоні ліхтарі,24338,Тактичні,Ліхтарі > Тактичні,ai_deep,high
25174,AFFO,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25175,Cabin,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25176,DV,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25177,EYE I,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25178,Eye II,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25179,EYE III,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25180,Finder,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25181,ZOOM,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25182,Тепловізори FALCON,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25183,Тепловізори LYNX (Лінкс),24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25184,Тепловізори GRYPHON,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25185,Тепловізори OWL,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25186,Axion,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25187,Helion,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25188,Quantum Lite,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25189,Leopard,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25190,TA,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25191,Scout LS,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25192,Scout PS,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25193,Scout TS,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25194,TAIPAN,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25195,FUZION,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25196,ASP,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25197,SIDEWINDER,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25198,Panther,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25199,Panther 2.0,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25200,Thunder,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25201,Thunder 2.0,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25202,Stellar,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25203,IRAY Saim,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25204,iRay Rico,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25205,iRay Tube,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25206,IRAY XHOLO серії HL,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25207,INFIRAY XSIGHT серія SH,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25208,INFIRAY XSIGHT серія SL,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25209,IRAY Geni,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25210,Thermion,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25211,Thermion 2,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25212,Trail,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25213,Apex,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25214,Talion,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25215,Vidar 2.0,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25216,Vidar,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25217,Ares,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25218,RATTLER,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25219,Rattler V2,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25220,Secutor,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25221,Adder,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25222,Varmint,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25223,Ocelot,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25224,DOT A series,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25225,REX A series,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25226,REX S series,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25227,DOT S series,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25228,MARS 4 на 384 матриці,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25229,MARS 4 на 640 матриці,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25230,MARS LTV,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25231,MARS LT,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25232,Venator,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25233,T1 Pro,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25234,T2 Hunter,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25235,T4 Pro / Hunter,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25236,LEGAT-3F,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25237,LEGAT-6F,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25238,FORTUNA GENERAL,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25239,FORTUNA ONE,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25240,NVECTech Defender,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25241,NVECTech серія X,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25242,NVECTech серія S,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25243,NVECTech серія SCL,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25244,FLIR RS,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25245,CHARON,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25246,DEMON,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25247,MUTANT,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25248,SHEITAN MK2,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25249,PREDATOR,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25250,ZEUS,24444,Тепловізійна техніка,Оптика > Тепловізійна техніка,ai_deep,high
25251,Accolade,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25252,Accolade LRF,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25253,Тепловізійні біноклі AGM ObservIR,24445,"Біноклі, монокуляри, окуляри","Оптика > Приціли та прилади нічного бачення (ПНБ) > Біноклі, монокуляри, окуляри",ai_deep,high
25254,X-Sight 4K Pro,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25255,X-Sight LTV,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25256,X-Sight II HD,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25257,Pulsar Digex,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25258,Pulsar Digisight Ultra,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25259,Pulsar Digisight,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25260,Yukon Sightline,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25261,Yukon Photon RT,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25262,Yukon Photon XT,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
25263,Yukon Sentinel,24446,Приціли,Оптика > Приціли та прилади нічного бачення (ПНБ) > Приціли,ai_deep,high
