source_id,source_name,reference_id,reference_name,reference_path,method,confidence
25130,Оптичні приціли BUSHNELL,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25131,Оптичні приціли HAWKE,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25132,Оптичні приціли ВОМЗ,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25133,Оптичні приціли Leica,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25134,Оптичні приціли Nightforce,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25135,Оптичні приціли NIKKO STIRLING,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25136,Оптичні приціли SIGHTRON,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25137,Оптичні приціли BSA-OPTICS,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25138,Оптичні приціли LEAPERS,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25139,Оптичні приціли SCHMIDT & BENDER,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25140,Оптичні приціли SWAROVSKI,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25141,Коліматорні приціли Hakko,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25142,Коліматорні приціли Leupold,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25143,Коліматорні приціли ВОМЗ Пілад,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25144,Коліматорні приціли Zenit,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25145,Коліматорний приціл EOTech,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25146,Коліматорні приціли Burris,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25147,Коліматорні приціли Aimpoint,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25148,Коліматорні приціли Sightmark,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25149,Коліматорні приціли БелОМО,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25150,Коліматорні приціли Holosun,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25151,Коліматорні приціли Konus,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25152,Коліматорні приціли STURMAN,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25153,Коліматорні приціли BUSHNELL,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25159,Лазерні далекоміри ATN,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25160,Лазерні далекоміри Leica,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25161,Лазерні далекоміри Newcon Optic,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25162,Лазерні далекоміри Bushnell,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25163,Лазерні далекоміри Nikon,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25164,Лазерні далекоміри Leupold,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25165,Лазерні далекоміри Opti-Logic,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25166,Лазерні далекоміри Sturman,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25167,Лазерні далекоміри Carl Zeiss,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25168,Лазерні далекоміри Hawke,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25169,Лазерні далекоміри Veber,24329,Далекоміри,Оптика > Далекоміри,ai,medium
