source_id,source_name,reference_id,reference_name,reference_path,method,confidence
25027,Тепловізори Leupold,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25028,Тепловізори автомобільні Delta,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25032,Тепловізійні приціли Rix,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25037,Тепловізійні приціли DAHUA,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25038,Тепловізійні приціли Falcon,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25040,Тепловізійні приціли GUIDE,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25041,Тепловізійні приціли Yukon,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25042,Тепловізійні приціли ATN MARS 5,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25044,Тепловізійні приціли Delta,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25046,ATN MARS-HD,24387,Біноклі,Оптика > Прилади спостереження > Біноклі,ai,medium
25051,ATN THOR-HD,24387,Біноклі,Оптика > Прилади спостереження > Біноклі,ai,medium
25052,ATN THOR,24387,Біноклі,Оптика > Прилади спостереження > Біноклі,ai,medium
25056,Тепловізійні насадки Guide,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25057,Тепловізійні насадки HikMicro,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25058,Тепловізійні насадки INFIRAY,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25059,Тепловізійні насадки Pulsar,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25060,Тепловізійні насадки ATN,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25061,Тепловізійні насадки Armasight,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25062,Тепловізійні насадки AGM,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25063,Тепловізійні насадки PARD,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25072,Тепловізійні біноклі ATN,24387,Біноклі,Оптика > Прилади спостереження > Біноклі,ai,medium
25073,Тепловізійні біноклі Fortuna,24387,Біноклі,Оптика > Прилади спостереження > Біноклі,ai,medium
25074,Тепловізійні біноклі HIKVISION,24387,Біноклі,Оптика > Прилади спостереження > Біноклі,ai,medium
25075,Тепловізійні біноклі iRay (INFIRAY),24387,Біноклі,Оптика > Прилади спостереження > Біноклі,ai,medium
25076,Тепловізійні біноклі FLIR,24387,Біноклі,Оптика > Прилади спостереження > Біноклі,ai,medium
25077,Тепловізійні біноклі Delta,24387,Біноклі,Оптика > Прилади спостереження > Біноклі,ai,medium
25078,Тепловізійні біноклі Dipol,24387,Біноклі,Оптика > Прилади спостереження > Біноклі,ai,medium
25096,Монокуляри нічного бачення AGM,24390,Монокуляри,Оптика > Прилади спостереження > Монокуляри,ai,medium
25097,Монокуляри нічного бачення PARD,24390,Монокуляри,Оптика > Прилади спостереження > Монокуляри,ai,medium
25098,Монокуляри нічного бачення Pulsar,24390,Монокуляри,Оптика > Прилади спостереження > Монокуляри,ai,medium
25099,Монокуляри нічного бачення Konus,24390,Монокуляри,Оптика > Прилади спостереження > Монокуляри,ai,medium
25100,Монокуляри нічного бачення PVS 14,24390,Монокуляри,Оптика > Прилади спостереження > Монокуляри,ai,medium
25101,Монокуляри нічного бачення Yukon,24390,Монокуляри,Оптика > Прилади спостереження > Монокуляри,ai,medium
25102,Монокуляри нічного бачення Dipol,24390,Монокуляри,Оптика > Прилади спостереження > Монокуляри,ai,medium
25103,Монокуляри нічного бачення Nortis,24390,Монокуляри,Оптика > Прилади спостереження > Монокуляри,ai,medium
25116,Насадки нічного бачення PARD,24393,Аксесуари,Оптика > Приціли та прилади нічного бачення (ПНБ) > Аксесуари,ai,medium
25117,Насадки нічного бачення PULSAR,24393,Аксесуари,Оптика > Приціли та прилади нічного бачення (ПНБ) > Аксесуари,ai,medium
25118,Оптичні приціли Leupold,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25119,Оптичні приціли BURRIS,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25120,Оптичні приціли Vector Optics,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25121,Оптичні приціли HAKKO,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25122,Оптичні приціли VEBER,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25123,Оптичні приціли Yukon,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25124,Оптичні приціли БелОМО,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25125,Оптические прицелы Nikon,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25126,Оптичні приціли VORTEX,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25127,Оптичні приціли Dedal,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25128,Оптичні приціли KONUS,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25129,Оптичні приціли STURMAN,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25130,Оптичні приціли BUSHNELL,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25131,Оптичні приціли HAWKE,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25132,Оптичні приціли ВОМЗ,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25133,Оптичні приціли Leica,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25134,Оптичні приціли Nightforce,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25135,Оптичні приціли NIKKO STIRLING,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25136,Оптичні приціли SIGHTRON,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25137,Оптичні приціли BSA-OPTICS,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25138,Оптичні приціли LEAPERS,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25139,Оптичні приціли SCHMIDT & BENDER,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25140,Оптичні приціли SWAROVSKI,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25141,Коліматорні приціли Hakko,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25142,Коліматорні приціли Leupold,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25143,Коліматорні приціли ВОМЗ Пілад,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25144,Коліматорні приціли Zenit,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25145,Коліматорний приціл EOTech,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25146,Коліматорні приціли Burris,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25147,Коліматорні приціли Aimpoint,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25148,Коліматорні приціли Sightmark,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25149,Коліматорні приціли БелОМО,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25150,Коліматорні приціли Holosun,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25151,Коліматорні приціли Konus,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25152,Коліматорні приціли STURMAN,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25153,Коліматорні приціли BUSHNELL,24391,Коліматорні,Оптика > Приціли > Коліматорні,ai,medium
25154,Модулі перешкод,24393,Аксесуари,Оптика > Приціли та прилади нічного бачення (ПНБ) > Аксесуари,ai,medium
25159,Лазерні далекоміри ATN,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25160,Лазерні далекоміри Leica,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25161,Лазерні далекоміри Newcon Optic,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25162,Лазерні далекоміри Bushnell,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25163,Лазерні далекоміри Nikon,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25164,Лазерні далекоміри Leupold,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25165,Лазерні далекоміри Opti-Logic,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25166,Лазерні далекоміри Sturman,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25167,Лазерні далекоміри Carl Zeiss,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25168,Лазерні далекоміри Hawke,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25169,Лазерні далекоміри Veber,24329,Далекоміри,Оптика > Далекоміри,ai,medium
25172,Джерела живлення,24366,Елементи живлення,Ліхтарі > Аксесуари для ліхтарів > Елементи живлення,ai,medium
25173,Інфрачервоні ліхтарі,24336,Ручні та кишенькові ліхтарі,Ліхтарі > Ручні та кишенькові ліхтарі,ai,medium
25174,AFFO,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25175,Cabin,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25176,DV,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25177,EYE I,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25178,Eye II,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25179,EYE III,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25180,Finder,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25181,ZOOM,24370,Інше,Оптика > Аксесуари та комплектуючі > Інше,ai,medium
25187,Helion,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25188,Quantum Lite,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25189,Leopard,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25190,TA,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25191,Scout LS,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25192,Scout PS,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25193,Scout TS,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25194,TAIPAN,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25195,FUZION,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25196,ASP,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25197,SIDEWINDER,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25198,Panther,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25199,Panther 2.0,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25200,Thunder,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25201,Thunder 2.0,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25202,Stellar,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25203,IRAY Saim,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25204,iRay Rico,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25205,iRay Tube,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25206,IRAY XHOLO серії HL,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25207,INFIRAY XSIGHT серія SH,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25208,INFIRAY XSIGHT серія SL,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25209,IRAY Geni,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25210,Thermion,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25211,Thermion 2,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25212,Trail,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25213,Apex,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25214,Talion,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25215,Vidar 2.0,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25216,Vidar,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25217,Ares,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25218,RATTLER,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25219,Rattler V2,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25220,Secutor,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25221,Adder,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25222,Varmint,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25223,Ocelot,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25224,DOT A series,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25225,REX A series,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25226,REX S series,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25227,DOT S series,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25228,MARS 4 на 384 матриці,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25229,MARS 4 на 640 матриці,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25232,Venator,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25233,T1 Pro,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25234,T2 Hunter,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25235,T4 Pro / Hunter,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25236,LEGAT-3F,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25237,LEGAT-6F,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25238,FORTUNA GENERAL,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25239,FORTUNA ONE,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25240,NVECTech Defender,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25241,NVECTech серія X,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25242,NVECTech серія S,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25243,NVECTech серія SCL,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25245,CHARON,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25246,DEMON,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25247,MUTANT,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25248,SHEITAN MK2,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25249,PREDATOR,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25250,ZEUS,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25251,Accolade,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25253,Тепловізійні біноклі AGM ObservIR,24387,Біноклі,Оптика > Прилади спостереження > Біноклі,ai,medium
25254,X-Sight 4K Pro,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25255,X-Sight LTV,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25256,X-Sight II HD,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25257,Pulsar Digex,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25258,Pulsar Digisight Ultra,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25259,Pulsar Digisight,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25260,Yukon Sightline,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25261,Yukon Photon RT,24392,Оптичні,Оптика > Приціли > Оптичні,ai,medium
25262,Yukon Photon XT,24338,Тактичні,Ліхтарі > Тактичні,ai,medium
25263,Yukon Sentinel,24338,Тактичні,Ліхтарі > Тактичні,ai,medium
